id,user_id,vacation_days,sick_days,paid_leave,year,created_at,updated_at,personal_days
d153b6b2-0571-404d-b320-f930e924c1d1,2fc00a76-c64e-4bea-8da5-88a05fd0256a,15,10,5,2025,"2025-03-17 03:02:31","2025-03-17 03:02:31",3
79def559-3c39-4f05-b94a-c404f34f83f6,d220ec40-42ed-4442-a2a0-70ab54e8825c,22,8,0,2025,"2025-03-17 03:15:52","2025-03-17 03:15:52",3
91b83f19-6d24-470a-b060-ccc3cc5be12f,1840bed2-a9fe-40fd-826b-6ded835b8be9,22,8,0,2025,"2025-03-17 03:24:52","2025-03-17 03:24:52",3
8d02711e-913d-4fcd-a482-164cc8585c0b,e807953c-9a19-4a10-8eeb-be6833ee9b72,22,8,20,2025,"2025-03-17 03:26:02","2025-03-17 03:26:20",3
5d4dffb1-ef28-45aa-8a65-280fbe68b086,e8afe9c7-1d92-4b0e-b58a-049549c787ca,22,8,0,2025,"2025-03-18 03:31:17","2025-03-18 03:31:17",3
3bafdfe2-5060-49b8-9ab7-4aa3a85c2a9e,948e1a23-48bf-4157-bc3b-c35d4ea3c791,15,8,0,2025,"2025-03-18 03:31:57","2025-03-18 03:32:09",3
